source,target
7608,6653
2659,2978
4931,3921
13766,19779
9652,9412
362,1016
2960,2549
3204,71403
17581,21734
352,790
7187,7184
1849,4458
4244,2098
259,8329
18902,1392
10415,2512
1509,433
9146,329
24383,1865
12726,1398
21609,4089
9749,27691
1346,1179
2514,110
1695,1756
4789,112
9738,1437
2189,71402
47,399
18553,1310
9294,6175
1209,17800
658,13044
8464,282
791,12604
25841,25621
1615,48
74692,75674
9093,4931
16829,790
21469,7615
2868,31
779,103
1519,9001
709,13729
4552,1755
12919,11228
343,6741
18241,1273
6585,15357
20563,8795
2525,1715
248,1692
10478,39192
141,24
1694,918
1309,1576
6499,6285
693,13441
9732,3440
64236,34228
14077,4123
36575,4862
1563,21312
23333,5972
8972,18
216,7911
2623,27846
42663,7035
8783,28162
19551,1437
973,850
1606,5038
354,120
6961,143
5177,1894
10506,19480
1971,1702
51445,12945
852,235
860,7695
7429,696
546,9569
6175,737
54320,29271
3859,5829
398,2651
5232,19335
10441,48125
301,388
20032,11328
2061,1680
2142,5136
11175,1402
22197,1650
1519,187
43414,66689
383,68
913,2088
4512,19519
8414,737
7824,13889
65161,70480
27660,2553
8787,23031
23982,1840
6169,1412
16964,54897
27549,48082
3924,28526
9995,4751
738,109
74697,18
297,433
7140,2144
15530,53585
2410,1558
51460,30193
49616,16761
7983,6819
14448,768
7883,49
10485,3857
409,10177
11737,566
14420,8180
1905,8531
4163,418
15529,26180
4425,23487
25299,2183
10559,9333
14775,136
20108,3168
1626,5423
2268,1144
8016,1004
3431,2995
1606,4770
6860,8296
8613,16947
3937,7881
33226,14788
3485,130
102,438
8722,5833
3932,9021
32066,24027
26600,2275
3867,8613
7627,11559
45150,22834
3737,773
4046,4567
4127,2197
83,5182
586,1465
837,720
63966,1029
1713,987
5090,6361
3550,12093
9100,5947
3160,280
24934,60619
9591,2115
9075,4415
3885,3882
1283,909
10480,431
879,58
2098,947
6036,10424
1511,1
3585,2703
5131,1247
20219,10599
2236,1443
6682,2284
10255,4037
1725,22777
1975,6183
4501,11241
1443,112
5667,1020
850,6047
10506,6011
6169,394
68934,54638
4658,67
19368,1909
1283,1673
7142,780
300,586
1011,5063
6002,112
39952,136
155,409
4321,2056
5586,13823
34113,4161
9739,4047
3885,2707
4954,44
3873,7929
145,2128
36141,36142
2142,918
36881,4944
2366,2415
4161,1892
556,66
2736,3180
39639,47940
18540,3457
26960,2376
645,2969
11967,2055
3146,55
8775,8107
22406,1676
68118,50100
8027,44889
4341,6319
7412,9340
4988,1933
3489,791
5953,136
100,50
3222,30237
748,610
26415,2239
3423,134
30432,62736
5776,2362
42069,66394
1533,20893
20318,1558
1596,1152
5941,15602
2370,1129
4006,1568
1269,791
1059,4931
19358,56646
12921,11228
19933,1455
1618,1400
6381,728
1654,1399
1835,35929
1620,1288
14758,8717
9304,343
228,3004
15631,23560
10327,420
1190,4282
201,2307
546,2339
484,549
22,333
667,665
45059,8158
29224,20886
203,443
1014,1037
10700,388
7426,9645
697,1681
6613,41571
5746,5474
6680,1753
684,1182
12905,650
31785,5545
2285,74
17551,1181
23204,1749
2899,29102
20214,20206
25515,6244
4120,33991
38687,21366
70430,71231
6931,42508
6340,120
1632,3431
7491,165
54711,16795
433,550
9739,5932
29876,3124
33481,780
11734,4363
841,1173
2643,1164
19465,143
9295,4039
19086,2043
3706,888
2685,19204
47016,9415
20559,24574
1322,18639
9496,1661
19478,1434
5600,14725
45747,8594
982,1204
42226,6812
56985,46960
2833,28812
7514,2714
15409,53512
2939,3182
2198,1178
9766,5952
119,5612
28572,33428
2056,105
201,6955
27702,11243
5059,7609
4688,793
23927,1753
123,3082
66941,883
15363,918
14866,40869
12758,33530
5732,125
4478,64
35605,4503
637,72346
629,124
10551,32690
55123,17303
2430,289
6962,1673
2680,689
3649,879
8293,6615
1276,18261
1562,1429
8698,9639
2294,113
6960,3089
1509,9168
5422,141
1111,4938
12,382
1779,4568
8784,19047
23486,34938
607,4521
2544,143
632,28
2328,367
6484,13949
137,640
765,2454
24578,44202
42776,3655
20768,20756
1316,18603
1575,13920
1241,2025
7418,8784
10192,634
2729,2464
7689,1186
6487,238
2214,2030
320,8502
689,13432
2008,2492
21136,8754
823,433
3921,1904
6322,9167
2694,19160
45056,8156
7191,19049
9333,10557
3514,19054
23157,12628
22513,59092
32308,3718
696,1179
1490,2512
47213,9557
749,9553
10872,919
689,552
814,1918
2042,2364
5384,1314
4978,1623
3092,223
33961,4578
6605,35737
1250,92
535,128
3499,3509
113,720
47735,67635
145,73255
239,383
2984,11763
5830,17687
45487,8416
71399,38941
452,401
8267,9170
4931,36922
10470,48167
4825,235
32088,3655
6653,1181
14039,737
5905,44
47086,9458
48176,1577
33157,44
5340,11166
16331,33769
405,72
385,19
10624,36276
50326,34033
3054,13056
9380,348
55876,18541
1320,50
4853,824
2905,979
586,2410
14459,4415
12748,6003
19330,3398
24012,60066
1441,19714
8711,45916
3895,11228
4207,2656
14255,757
1847,737
1720,443
4881,382
6704,5277
24714,24716
2216,2037
6814,7529
2436,1011
7631,557
3952,31582
6075,4070
2277,10543
43405,66678
13770,713
3189,14879
60431,24586
682,13298
4068,128
5792,550
354,4766
110,784
2619,1933
45482,25597
13832,19048
33988,4120
600,2696
1564,3899
19,2049
289,409
19021,1398
32123,19781
4421,10937
66958,54326
546,1471
11664,1596
21004,3847
1283,586
19925,55770
28239,6736
634,4559
20761,3892
2750,4596
18472,8780
1852,24223
23729,2839
10314,28655
3156,6809
9246,46730
1894,6168
912,2487
3924,17200
9654,47334
3141,726
638,385
10,141
4187,318
5373,29153
40915,6984
2938,1112
5617,7404
586,6
763,13346
4984,25266
2810,1894
5386,3255
21826,12579
38733,5417
19733,33212
2046,452
5280,143
18934,2895
6509,16936
3437,539
19723,1753
57134,58508
4687,4725
2034,576
1694,6667
683,30
1189,3413
3158,19122
14880,1814
6769,6605
2208,5126
8268,7635
4160,3785
1376,26
3222,14897
35195,28544
36532,7130
22777,1911
966,2361
75703,74973
1580,722
50249,12033
1663,7426
34,2142
3167,3233
50,109
7412,19760
3722,1658
70300,63887
2970,1906
6490,12771
1661,4069
5134,2674
2915,590
461,33
588,546
10703,48577
2424,2032
401,20
1628,2052
1669,1185
32686,3863
5282,680
9819,47495
400,421
69960,68986
776,1124
11581,1904
1736,15
9654,2239
64931,36513
2969,2651
3174,330
7643,3899
299,25
6036,11101
2144,10101
2547,1551
640,2032
563,367
7687,11797
3279,1518
1979,25013
1539,2821
7035,6168
6869,790
1615,888
6008,12750
848,2820
3537,15354
56,0
7047,74526
31603,37021
5313,4357
1075,1029
7050,4412
2409,24
733,40
357,48
14450,996
6074,15767
6623,1396
3972,3901
3519,14645
3600,7398
3867,7404
4202,3462
1023,2236
4010,5836
2209,10417
12301,737
55803,18372
407,66
3168,29997
1373,18821
600,42508
5232,35249
39963,5954
19,563
1910,3534
25354,790
5393,1255
30757,53774
6746,132
5791,4049
4687,2120
2978,5415
44982,67083
20970,20974
689,212
5265,817
1606,1191
289,6255
18989,56314
19368,5241
2565,576
44,4415
6613,5956
141,5264
406,410
590,971
2556,2937
413,3554
590,5608
6182,5805
57425,64788
45324,51413
50322,22274
1680,2464
1416,13
1720,6391
8797,8785
73,1318
1447,6008
1494,4918
38367,65392
1749,22296
942,3711
2728,408
20839,2052
67269,67268
720,185
44876,8022
5172,2507
2066,1773
115,6047
6609,14755
1806,8018
5833,198
233,780
844,1712
11695,6812
766,639
3058,680
3562,634
32091,19898
4086,301
12355,6212
67940,48896
74,609
717,1396
8706,1454
3882,4964
163,414
6377,1172
52736,68607
42701,125
12734,647
11078,15627
1894,4081
1023,282
143,1006
31965,3591
981,451
540,11333
295,551
135,407
3554,4780
4109,33954
37070,4969
4920,17358
1397,4116
7657,3827
60249,59994
70718,66871
370,2643
5266,1440
3655,1712
1790,23500
11457,4416
117,61
718,728
5224,37922
8972,1719
8862,46209
23715,23674
364,826
43265,7307
766,1649
1182,8933
73894,1304
1019,203
46700,9178
4297,34691
5758,24091
2104,3000
617,6727
12624,50896
787,2713
997,64
37014,37011
15076,21376
2339,1178
4102,3393
1379,1768
20118,57323
1372,30
629,791
22152,15210
1611,135
2219,918
2969,3432
6765,17903
15596,849
763,74315
1720,22726
60363,24540
8710,299
4465,7843
5568,18007
1650,44
1471,15966
60307,47137
2786,1277
4952,11884
637,109
21829,1627
5317,32736
4053,85
12036,7471
32677,10449
4045,1392
3861,290
3384,10514
5518,8592
20562,8788
27,2375
2318,860
35426,35420
8734,17684
6517,1
7492,43765
7333,2635
1483,2635
228,46
67140,45127
15661,874
414,961
1624,21792
3956,4416
8705,2512
1441,19664
4345,2992
4902,5782
1844,24022
8171,1029
8456,33312
17297,2223
9136,29621
43743,31410
10186,409
28265,18
2960,44
3367,2896
75324,72232
2095,25510
11992,18988
18624,1319
43302,7427
4969,34303
2375,1403
29168,2939
6458,1753
50407,18
4109,136
902,2265
6618,4416
39175,62719
27053,3999
640,2095
21297,58267
6779,2244
2377,4568
4214,2120
38405,5284
5248,1301
15499,851
4363,357
1921,60
42156,49136
586,1029
71400,46
9330,10560
37454,301
5963,4047
2110,4037
3966,7164
13910,727
3054,5259
37536,5142
15577,14430
28304,2686
443,4035
5223,4978
3512,2643
2191,2239
4161,9075
853,5800
4115,2800
8595,2640
28454,28459
3966,233
3652,71388
5921,104
6613,10554
35446,14340
3970,12931
19832,11225
5248,107
2228,1935
2750,4327
51423,68385
7759,1656
27616,7011
634,3073
25666,5459
6174,3282
6653,1521
75772,75638
2279,989
53070,14862
5617,1173
1677,2796
1283,1751
12353,19
39169,5621
7074,6113
19195,2696
14897,7929
3953,11516
41758,6665
22900,4161
1847,3514
33709,64002
21103,10109
3293,4170
12055,2351
16399,973
2428,873
23814,23808
6377,123
2067,59
3234,24
2637,27788
51204,51075
1488,11968
24212,1851
4017,17584
4641,67
4540,32847
2049,4574
4030,998
844,8653
2205,4389
7905,555
1572,748
980,2247
15701,7394
7635,4199
37405,7845
8715,4918
19821,18765
984,16463
2800,40
6467,24091
1855,24254
11887,1694
1025,110
1288,3887
634,7719
572,349
1034,3792
2284,4834
2167,19328
5974,112
650,398
9774,2227
23920,59984
6990,20213
3086,71
1093,3431
5539,71385
109,55
6874,1783
28645,2750
788,6262
4168,7310
14074,1207
3091,597
1975,573
3534,432
7512,43814
1526,3927
12839,3986
15535,853
751,534
22330,3902
4133,1623
57506,20297
16841,3428
1992,18
3523,6594
6133,398
11790,1606
71813,187
6954,2239
722,848
4791,6346
64410,34760
1025,75
12810,6495
9753,20557
59980,23914
791,453
6169,6653
2670,28221
66079,40819
11454,49549
2961,401
9755,47453
8363,1247
8842,22352
123,35
74761,1014
93,27
9537,16575
20762,17486
1283,90
4679,2288
1400,1646
4850,4019
434,1275
4169,549
19221,96
291,1175
8789,20561
38218,5232
26803,26804
26,6
717,888
3354,380
12352,3718
6895,4617
3921,18964
4132,11094
4451,35306
8321,2228
18269,118
74,681
12249,5965
1453,2198
1632,1177
8712,13024
1225,1756
12567,25424
1218,401
661,1904
1407,11457
1271,9116
2088,3896
6417,18609
28515,2705
2775,3284
26098,27462
26030,61147
4030,3674
14477,23709
40658,6168
1209,104
840,1129
2487,748
1564,1471
3873,2607
632,1191
18488,15946
863,4120
16644,20540
6593,368
40674,6173
15225,20194
154,576
5941,2218
67772,48168
20044,1465
3720,1024
970,1305
22556,1699
6623,15114
2651,19
34685,14544
2516,3146
18513,4964
923,1740
8228,973
1754,5947
14718,16030
21629,1471
42433,20300
32900,19925
3860,3870
3886,136
4170,2145
44,404
1766,1776
4533,2680
23415,1783
638,143
3185,852
10271,417
66775,43641
11574,8163
1510,136
17166,1207
165,1181
1379,1619
3522,5206
1463,63
15593,862
2275,2906
15818,41408
3432,4329
31797,3534
8326,8778
11779,5905
11429,49540
1501,2512
230,2371
33389,1172
105,5780
4465,4128
18297,13551
16671,999
4831,72
825,3186
3073,31
650,2045
2694,10912
5326,16197
620,2084
141,357
852,7101
5958,4070
979,6978
1130,2557
71399,9254
4535,1606
2360,1879
62402,29346
117,69
1180,2115
6563,689
27412,2497
15886,4751
3934,6741
14594,10732
8184,18
634,25785
10486,1171
12758,20430
1,403
10168,35841
8788,19731
1532,550
2528,2054
1568,12611
3929,1316
634,30241
634,14624
2083,9512
3879,3284
17586,1909
6102,2239
13805,22900
5027,1029
9206,333
31793,3534
2651,29
12811,646
3349,19
71012,71307
57342,20123
782,8379
1479,40
357,2958
25882,2162
2888,29010
11846,19960
16598,3249
19245,1413
3276,418
2,558
21489,1699
449,103
663,974
47402,67576
61565,27085
9434,47056
9001,10675
2786,421
300,34
727,766
641,357
4359,3984
559,4333
848,738
3703,1719
40,3281
54573,16585
50104,68124
5001,2899
19129,4416
60037,23977
5224,15941
16805,1224
1747,4558
65187,47030
103,333
373,9671
35926,10530
7619,299
16524,143
75620,74429
317,201
2048,30
35097,4414
20414,57612
38332,5265
14043,923
6255,2008
20785,5038
2384,4529
879,550
6613,3966
4024,590
141,779
23815,41305
689,6798
50903,12626
14513,1914
13309,14745
320,3285
3107,5386
3431,31084
975,395
1264,30
41797,66323
26329,4950
2113,128
69332,57071
6501,3866
11560,49651
709,125
4416,839
5980,6594
932,625
34600,16381
534,1712
442,400
2276,2793
3550,765
3841,723
67221,45471
755,979
446,10606
8797,8774
9020,46447
7512,1618
6074,198
722,736
7047,42817
39649,5831
12948,44
664,4552
33911,1749
19885,1857
5678,4278
434,78
1460,2120
1288,1754
29230,2228
8941,8831
55446,69069
20979,2867
19997,57253
46039,14790
3854,4553
29713,3092
1661,1520
257,610
2642,1542
56999,19729
1716,1815
28441,15803
10629,18609
737,728
7412,1207
4232,1026
6489,2991
42323,6853
25393,5547
63,3540
1716,4558
4698,1474
2488,1172
54671,16721
47907,67712
26,890
2246,1323
11138,29218
12240,6470
32485,63578
16359,2059
8842,1024
3138,2498
640,401
890,165
1409,13063
13710,707
3924,21857
8283,14784
43450,62196
11177,1172
4092,4425
71402,790
1011,7266
5227,37999
8729,25782
738,5255
62632,2279
13822,2057
762,10
7593,30053
8738,143
21839,2639
4399,19
1541,1442
1849,5227
2278,99
3509,23796
55325,69057
6586,40640
705,733
7513,2696
684,755
952,851
7077,200
29357,12830
1438,6563
297,733
14098,3266
9645,4620
4282,6878
14339,6431
627,383
11669,7046
1372,18806
1264,2027
26550,30475
5503,73617
2161,7728
66523,42658
6112,6476
5100,883
2056,25325
812,787
4697,10993
1883,1613
51100,50958
375,845
860,90
2693,2659
824,415
1620,2264
1720,22715
2857,639
4321,8155
398,1619
2169,6960
7963,4122
5366,2744
5136,1658
17969,1524
618,7075
5941,973
586,1853
3168,18989
600,14496
763,31325
20477,20473
50050,11863
1445,1532
594,663
669,1224
2559,2528
42936,7074
16505,14816
2751,44
69383,57335
7637,5958
738,4178
16,1756
1755,2222
19519,1878
2105,25549
1645,738
9087,4067
20871,20030
72051,75279
22629,105
71416,1489
3222,5952
9168,1532
43311,31527
13002,19220
18887,17016
6895,42451
2698,1309
510,11135
11290,1619
4942,860
1340,1029
5967,8280
7524,1178
1565,1908
55721,18323
1616,3065
18513,7757
2814,2030
432,2757
128,3703
2703,3836
1003,983
12940,45076
14848,3097
19903,8712
2199,1392
4559,5199
7487,1007
8072,1882
4688,676
40755,6285
3990,1445
1283,66
512,11142
5070,37289
63723,32946
5371,9516
3555,2036
15820,900
1238,18
27450,49903
282,210
3998,1392
12928,51427
8733,8273
3854,8321
6388,2512
534,7608
5958,12579
6613,4367
1412,4062
4716,12212
16141,18
238,8179
5199,1971
5144,8972
107,879
3106,1321
459,10916
49903,27450
34,1551
8502,1576
89,5
43749,66805
343,9334
1747,3149
3501,1731
8522,288
63708,63711
956,765
627,651
32438,8976
216,69
28,69
4429,64
773,2966
1084,1258
5156,1814
7191,19343
39696,5847
652,1914
2180,14687
56275,18955
13215,549
8777,8781
6018,5311
7872,143
10559,39874
19657,3655
301,6625
51099,50956
28,233
23,2373
14602,18
19770,1445
5864,135
969,1622
1517,20674
11600,72
434,3372
37562,5143
634,16325
25367,17166
25176,13688
782,125
63834,33273
143,31
12352,1912
1895,1164
34,545
4394,8592
3953,54
1009,203
927,2066
2535,4964
14731,14720
627,12325
1262,286
4767,852
10795,450
13832,5588
7395,4199
2244,5811
1453,5224
3505,1398
1910,7945
7281,5630
2031,77
989,1125
2366,249
12253,7066
2118,1766
1836,23959
46,138
10794,46484
188,1164
1533,20945
1732,20805
10037,699
2120,697
4160,9412
33957,4110
3514,4173
13706,6774
1651,4124
3988,1495
3951,3049
26292,7301
11,1263
1236,2512
30058,3185
319,249
1555,4097
20357,4416
7077,21388
1690,191
749,14114
8495,4357
32394,10375
195,2815
2909,2726
5270,13079
6769,42104
793,72
20153,6176
195,81
3054,3946
3146,2754
24602,17687
124,100
4986,7394
10778,28034
11402,21264
10424,8105
2424,421
71691,71466
2627,840
7777,2788
1069,2216
33980,4118
7728,33716
6477,3831
2704,1911
16199,652
1404,81
37021,65026
34,420
7661,8780
7608,23225
3138,1560
661,689
15577,2216
19886,18982
11574,4182
4953,14107
2546,4017
12269,26690
332,765
1474,1918
2000,103
1697,850
3519,973
2433,2205
123,10
1314,422
8949,5140
66,4081
20759,43569
704,2970
98,970
42395,43774
6,843
14575,1907
2602,22423
10133,404
20428,3858
826,2275
2960,1483
40726,6229
60965,25671
5502,2995
4391,4377
49331,11239
1997,136
1299,18424
29173,2932
25427,2066
1470,13
2209,4282
718,748
16485,725
3189,2025
50743,12528
16520,1903
12240,12269
1501,2308
14823,788
9652,40436
2687,1619
1734,23005
53027,14797
14852,14864
1023,2643
27810,27809
232,246
2367,26926
2656,102
6375,849
10598,976
17690,2066
44105,7608
764,1120
582,1750
89,34
3850,1712
2869,2635
20368,5954
970,283
616,12114
5586,34819
3873,4051
19129,1424
103,414
12810,385
2412,373
5831,725
12323,4341
12759,3901
20224,23306
195,11
6931,42502
1476,787
733,452
2865,5063
36532,18205
14787,1520
14002,4167
14762,35932
20821,6517
2090,25496
10912,3859
32321,4414
26760,15870
1874,4946
5301,4546
7394,1379
31062,3428
49,46
3542,5386
18095,4119
4334,4556
24770,107
669,791
970,1619
54494,16457
13496,1613
5263,7250
4540,7757
16756,30120
5607,6115
19825,18
13352,789
72064,34
5873,1359
61491,26875
66535,42720
637,5684
12627,8183
1733,1429
8,1008
5533,6684
5810,731
3816,8000
7387,1613
12416,1263
4736,9740
381,2222
19202,1429
4045,5286
4951,438
2064,1883
44300,7692
13861,52206
18997,10726
8020,1756
6990,12434
55,2744
2680,4872
592,634
21385,6565
379,363
5941,431
4322,5251
7179,38972
1239,10
2544,13319
5667,1191
749,11240
1862,24351
3019,1712
5253,2644
7828,48
345,890
1747,2817
2168,98
2525,5253
745,1762
71386,3477
3945,5957
686,1572
221,357
13259,765
6656,10510
8541,11271
645,3415
67146,45237
6742,1606
6680,3507
433,722
67766,48132
1694,22521
7484,5073
7746,4415
79,86
6517,1840
1002,1177
30614,9332
8058,329
21328,6631
1455,645
22546,5421
7689,7372
2239,364
15623,15644
3872,3875
15565,854
6362,2938
3527,72490
3328,30561
4202,6855
7918,19
26963,14098
5892,39795
9636,15457
45839,37691
652,12951
669,125
3781,49
31554,63206
19507,23560
36,3061
3089,2151
1489,4573
1447,8750
7657,2498
36356,64905
19355,16859
1896,586
10349,7506
2335,5818
573,385
4252,130
7398,2814
27,723
18589,786
136,782
46427,9009
50191,60352
8196,45190
71417,13567
1296,428
6054,808
612,284
20841,3220
4315,1018
4598,2048
3142,2161
24563,47735
6427,370
13207,6051
1126,7979
1242,5474
4502,33505
1677,2375
12029,20397
8274,1718
1489,418
19499,10937
12758,1719
120,28
5773,6961
2336,22
40811,66075
9639,1621
2888,1376
29413,48456
1361,3864
58,1316
2249,1191
4314,4109
154,1112
2356,85
749,526
447,29
1227,17953
21390,7185
610,3655
243,295
16675,10498
975,546
14002,6457
30493,18
59626,23358
7617,3867
55408,27084
3415,2534
4941,2040
1379,22
2872,7793
32259,32243
1642,1173
3721,49
10434,18187
10485,23194
3959,11241
1775,11092
10413,3417
1495,1523
1551,71398
360,2757
770,52701
78,422
37651,26769
1789,23487
7372,3877
7577,5128
6047,3709
2485,93
14062,738
5888,3071
3212,2430
5326,38526
556,3189
1946,849
50678,12490
651,124
7047,4499
3527,8183
1440,4344
2614,1200
1755,975
23685,11413
1401,3659
111,1191
4397,1489
4313,4045
1656,225
2488,9496
2697,4415
7084,5901
2371,3559
890,127
4946,3273
4360,34918
2928,2043
12857,4828
872,550
34284,1749
5681,8321
1670,7792
2757,401
7905,1552
8422,1471
23660,1815
27,2066
40415,6040
2820,1755
1299,18400
32066,32059
3707,1272
22893,1728
141,996
2272,21
1254,3140
28769,4757
3835,4914
12784,51101
1440,2064
9753,29672
32923,55781
4397,2064
3474,4416
24808,1908
36056,4617
3892,1776
34,340
590,3678
2053,4739
355,3641
6134,3030
639,3601
6574,2644
12758,11230
381,980
1106,564
2883,724
1228,12022
55816,55818
2969,10703
473,1119
5278,1542
4485,8648
1448,143
2546,5586
13507,10598
9306,5205
68326,51121
56211,69202
447,1935
17,1787
432,135
71885,1753
84,3391
2485,30
11478,20326
5834,32981
15977,7837
4573,2161
11710,2063
664,5
4532,225
1476,4955
26288,5165
40908,6393
4558,1754
5331,3438
20553,11107
20727,41269
17787,2176
1368,18749
19864,10314
6763,42056
546,73056
1865,7408
17974,1173
1541,436
4777,74
13157,669
6418,34046
19,2037
11147,49107
11568,2471
37825,5209
14558,19665
28572,2714
1909,2066
2174,329
5,93
2146,1399
22229,3523
27826,2614
679,2713
21316,10321
11717,2120
2793,3540
1011,7251
17294,25526
8686,3984
1747,345
5813,2498
5232,3986
14774,12248
5114,37439
6855,1918
9976,1179
4502,10839
5319,85
766,1075
2070,398
4321,8311
5338,18668
3167,71396
7066,15711
20568,24191
2687,28319
18987,33428
2981,1831
7820,28459
45,254
69193,56203
6996,1975
661,11690
14378,3286
3527,45121
1873,22380
2164,1179
2562,9547
21180,2169
11500,3065
8778,19889
850,1975
1514,1558
44358,15367
7507,29017
9639,646
5518,18
18226,5241
16912,3924
5518,1642
4096,1576
432,6389
970,5675
2371,2241
16947,735
1533,20887
9171,6557
25173,2037
7152,6006
625,646
916,1183
111,5935
32653,32736
12614,6159
2236,955
6322,17074
27244,1753
71770,737
19899,20365
24704,4089
3687,1004
8652,411
600,388
417,786
4543,6693
4007,4931
735,107
16598,7511
20933,4416
33097,37807
442,101
50173,50165
1409,898
2992,120
645,4096
1447,1438
1182,11600
1528,2144
9069,3875
10845,48739
1664,822
8802,8788
7764,49
100,367
5113,4784
14963,2498
33835,4090
9008,9033
15117,11098
4497,2221
2648,1690
1720,13866
2992,11166
1719,118
2052,6583
913,1623
1633,21869
46481,9053
1276,15795
6107,141
4867,2556
12772,12758
2118,11444
684,85
10576,48351
1749,5038
2108,25561
35439,6633
5493,295
6778,6522
1874,130
1918,2025
5050,1778
27158,2430
5177,1437
2123,1021
2694,10466
8486,1029
60384,60381
1778,172
2161,689
66189,70616
2060,2113
5868,21506
7619,1023
997,2221
83,979
327,1247
120,2036
19014,1398
2980,5344
8163,20000
40233,130
667,29
26769,3222
2988,2902
68984,54863
19286,4055
10485,48231
5782,4041
5982,1190
2033,1283
11732,566
2969,4202
1468,11002
11578,4976
723,863
523,2961
187,2047
3117,1515
7683,1153
970,3892
9102,12240
16933,1533
12799,1463
24383,2787
10470,4411
5621,2574
5614,200
1757,1164
2008,872
1306,103
3925,12723
70716,71281
7427,12758
20464,20563
3084,1353
49409,20906
1849,6030
17037,1032
6322,9176
2631,4096
20505,47310
65113,790
2751,6043
6870,3716
4797,3273
12462,6657
684,34
42564,6950
4564,1865
3181,15614
11242,34089
1779,1629
335,122
699,4661
245,6
2598,92
1225,66
31472,3505
10971,48908
127,551
4132,34039
3973,21126
11717,4260
3579,4705
145,2072
3132,37
5518,993
6113,7087
3454,791
2487,1315
6183,5414
7872,1521
72375,105
20562,2652
50959,41254
71387,165
49259,23965
32156,3677
2197,3948
546,2040
17796,12771
975,1293
9327,46873
60908,25519
931,11764
15380,15496
1059,5312
2694,4037
7863,1642
5908,1028
9357,346
5556,16240
2599,716
17615,55277
6045,28925
9412,47004
20357,57568
3850,8058
31756,5999
8564,45689
1523,6176
909,726
1669,16377
7154,22951
10672,1276
3485,2037
3860,4918
1197,663
2232,2896
161,108
770,2464
20477,4101
66982,44669
5548,110
60757,45646
4367,22951
1813,23605
59644,43498
1250,307
35131,4415
5789,724
4543,7762
3923,5033
1749,9084
11335,3783
30,436
4657,1460
61985,28276
1394,726
66664,43366
1678,4961
4124,5968
1609,793
3924,30772
3780,17922
8470,282
165,1359
1912,6176
74771,5958
24908,6342
413,4333
10056,1619
1636,689
25841,4370
1300,34
63978,60007
1646,154
12514,29139
5845,2857
10062,11558
6763,2025
481,140
13084,1179
3901,19
5164,37632
3557,391
20011,10442
85,417
8360,273
6490,41146
11778,5544
10801,450
2401,18
3076,751
1644,2896
28801,20423
3327,4871
42599,6981
1753,7250
704,11860
1401,1918
12614,10827
385,1167
4202,2775
5051,3173
48257,4416
26709,3014
5791,39509
5253,1616
26,1762
637,1412
2023,843
12968,652
27713,5683
32010,3608
9429,10840
8344,1749
11983,6557
14674,776
20285,10413
67131,45088
8778,8785
17200,24577
18888,17575
60619,25967
31,168
2285,3720
1059,983
8700,299
11581,737
13289,4955
14476,5034
45436,51099
22999,1733
1613,1305
5276,15708
500,1027
9497,357
49367,11240
3415,23145
10422,8724
75751,75544
401,428
8280,7635
100,4208
2644,1580
51317,12849
1835,7342
7522,10250
1727,10307
1577,8154
693,11247
3445,3249
3588,15537
12234,20598
16547,143
56648,19358
863,225
26223,2408
2968,2893
1437,19530
3738,350
44146,12804
21823,1626
13787,8182
534,7377
4384,12663
422,3828
13908,2276
7074,3964
14719,2318
634,124
44292,7689
549,54
3590,1519
2281,736
9333,10567
1860,1606
25841,18583
21673,44574
7872,27074
44,2082
4533,6509
66235,41498
6688,2239
15071,5055
5936,111
4077,2463
1894,2630
42647,45438
13325,16967
8770,8777
19354,10311
8645,4416
2268,879
2101,1185
26,1233
1172,5138
63863,33363
1752,16
52896,52900
30178,5952
8882,1028
2056,45
113,2906
35537,25367
19496,26619
382,103
14729,20847
10313,11746
486,81
3432,7293
7430,4040
2729,106
1304,77
3973,1392
34901,20581
763,24288
26802,11628
47282,9635
6820,3065
43888,7544
2648,28126
24151,24149
26310,2229
7252,9429
74526,7047
54554,67491
8110,401
1208,10
75425,72794
90,5386
8785,17200
3198,8426
66067,40761
57535,20309
4302,11225
7513,15653
48580,17494
9633,2220
20300,57514
22512,7929
12928,29644
3174,546
11578,9320
2712,19414
1665,2694
35,2953
43628,31645
1720,22743
15621,41909
17935,16013
763,27651
7640,14446
2161,187
6291,2095
50955,51100
9102,3174
1411,9588
100,319
5992,4946
4925,10442
6102,4848
955,2290
16788,1806
20544,11575
38994,49927
401,721
1182,444
27522,1753
830,217
1069,681
3173,639
14557,11810
3966,3294
2610,2118
39907,5951
693,4162
4721,2161
1764,16773
5288,13690
386,2108
36863,4926
6668,4753
27713,2563
10,1171
1075,45
1129,2371
4331,1409
3427,11880
6144,6923
165,418
1508,1606
1059,1509
29196,62352
2704,1800
20552,2643
18992,1397
8771,10106
1373,409
442,3173
11744,49861
12819,29649
381,1403
2786,24543
6103,1436
19049,20564
10545,3176
5367,381
15536,143
3734,2328
10530,6636
6817,2063
215,976
2149,8016
1596,25197
12928,3946
645,1161
446,431
68329,51130
447,30
634,16080
2951,849
546,8398
4702,71403
25735,2145
5813,853
10504,21638
29479,20283
766,14423
33777,5250
957,2375
5890,7929
4005,3852
2512,3601
8183,28075
47612,9997
6844,66
844,843
956,427
6792,12541
12912,6414
2794,3843
8960,991
6669,16193
8269,7645
3559,6949
